atom_site_type_symbol,atom_site_fract_x,atom_site_fract_y,atom_site_fract_z
"['Ti', 'Ti', 'Ti', 'Ti', 'Zn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.36870300', '0.85265400', '0.17621100', '0.65829600', '0.55279300', '0.15884000', '0.55094600', '0.47467000', '0.86401600', '0.84862400', '0.22915500', '0.17678100', '0.79397000']","['0.36870300', '0.85265400', '0.17621100', '0.65829600', '0.55279300', '0.15884000', '0.55094600', '0.47467000', '0.86401600', '0.84862400', '0.22915500', '0.17678100', '0.79397000']","['0.43921900', '0.78616900', '0.15049600', '0.49645600', '0.93120000', '0.36321300', '0.24685500', '0.69350700', '0.57942600', '0.33366100', '0.90349700', '0.60675700', '0.03889600']"
"['V', 'V', 'V', 'V', 'Zn', 'Zn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.00000000', '0.50000000', '0.50000000', '0.00000000']","['0.60099700', '0.39900300', '0.39900300', '0.60099700', '0.17064700', '0.82935300', '0.58629300', '0.41370700', '0.43164600', '0.56835400', '0.43164600', '0.56835400', '0.93195200', '0.06804800', '0.06804800', '0.93195200']","['0.84937600', '0.65062400', '0.34937600', '0.15062400', '0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.82237800', '0.67762200', '0.17762200', '0.32237800', '0.11438600', '0.38561400', '0.61438600', '0.88561400']"
"['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.09316800', '0.21815300', '0.71815300', '0.59316800', '0.90683200', '0.28184700', '0.40683200', '0.78184700', '0.00000000', '0.50000000', '0.76421600', '0.41977600', '0.58022400', '0.23578400', '0.73578400', '0.08022400', '0.91977600', '0.26421600', '0.10632900', '0.78711200', '0.21288800', '0.89367100', '0.60632900', '0.71288800', '0.28711200', '0.39367100']","['0.78184700', '0.09316800', '0.59316800', '0.28184700', '0.21815300', '0.40683200', '0.71815300', '0.90683200', '0.00000000', '0.50000000', '0.91977600', '0.73578400', '0.26421600', '0.08022400', '0.58022400', '0.76421600', '0.23578400', '0.41977600', '0.28711200', '0.39367100', '0.60632900', '0.71288800', '0.78711200', '0.10632900', '0.89367100', '0.21288800']","['0.61630300', '0.38369700', '0.61630300', '0.38369700', '0.61630300', '0.61630300', '0.38369700', '0.38369700', '0.50000000', '0.50000000', '0.06611000', '0.06611000', '0.06611000', '0.06611000', '0.93389000', '0.93389000', '0.93389000', '0.93389000', '0.48671700', '0.48671700', '0.48671700', '0.48671700', '0.51328300', '0.51328300', '0.51328300', '0.51328300']"
"['Mg', 'Mg', 'Mg', 'Bi', 'Bi', 'As', 'As', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.50000000', '0.25463600', '0.00000000', '0.24905200', '0.00000000', '0.74003500', '0.26665100', '0.75094800', '0.50000000', '0.73334900', '0.74536400', '0.25996500', '0.50000000']","['0.27791100', '0.72219200', '0.89222300', '0.59292300', '0.40339100', '0.19819400', '0.79941100', '0.87866400', '0.08979200', '0.66932700', '0.45194500', '0.11580700', '0.34500300', '0.66932700', '0.54434100', '0.34500300', '0.87866400', '0.11580700', '0.90632400']","['0.90015100', '0.09644800', '0.29028300', '0.58799900', '0.40906700', '0.19378000', '0.80376700', '0.89277600', '0.44574300', '0.32723600', '0.09184400', '0.12022400', '0.66876600', '0.32723600', '0.89965800', '0.66876600', '0.89277600', '0.12022400', '0.55172000']"
"['La', 'Mn', 'Cr', 'O', 'O', 'O', 'O', 'O', 'O']","['0.74878900', '0.49942400', '0.99254300', '0.29853600', '0.22431400', '0.77649000', '0.22701200', '0.77907800', '0.71405100']","['0.28393900', '0.04021800', '0.55567800', '0.24182000', '0.27063400', '0.71626400', '0.76765200', '0.22170200', '0.74350500']","['0.48894300', '0.98188200', '0.97229300', '0.49756600', '0.96628000', '0.05956200', '0.96797100', '0.05469900', '0.51121600']"
"['Cr', 'Cr', 'Cr', 'Cr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.12500000', '0.12500000', '0.62500000', '0.12500000', '0.35651600', '0.93045100', '0.35651600', '0.35651600', '0.89348400', '0.89348400', '0.31954900', '0.89348400']","['0.12500000', '0.12500000', '0.12500000', '0.62500000', '0.93045100', '0.35651600', '0.35651600', '0.35651600', '0.89348400', '0.89348400', '0.89348400', '0.31954900']","['0.12500000', '0.62500000', '0.12500000', '0.12500000', '0.35651600', '0.35651600', '0.35651600', '0.93045100', '0.89348400', '0.31954900', '0.89348400', '0.89348400']"
"['Mg', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.66666700', '0.66264700', '0.83377500', '0.16867600', '0.83377500', '0.33245100', '0.16867600', '0.84141400', '0.69936100', '0.15031900', '0.84141400', '0.31717200', '0.15031900', '0.52734000', '0.04583700', '0.47708200', '0.52734000', '0.00000000', '0.00000000', '0.33333300', '0.94532100', '0.47708200', '0.66666700']","['0.33333300', '0.83132400', '0.16622500', '0.33735300', '0.66754900', '0.16622500', '0.83132400', '0.15858600', '0.84968100', '0.30063900', '0.68282800', '0.15858600', '0.84968100', '0.47266000', '0.52291800', '0.95416300', '0.05467900', '0.00000000', '0.00000000', '0.66666700', '0.47266000', '0.52291800', '0.33333300']","['0.03060300', '0.25046600', '0.74628600', '0.25046600', '0.74628600', '0.74628600', '0.25046600', '0.14261200', '0.64616900', '0.64616900', '0.14261200', '0.14261200', '0.64616900', '0.86583800', '0.35616700', '0.35616700', '0.86583800', '0.35475000', '0.86122600', '0.13224600', '0.86583800', '0.35616700', '0.63456700']"
"['Ba', 'Ba', 'Ba', 'Ba', 'Mo', 'Mo', 'Mo', 'Mo', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","['0.33321500', '0.83321500', '0.66678500', '0.16678500', '0.61044900', '0.38955100', '0.88955100', '0.11044900', '0.45559100', '0.05129400', '0.69451500', '0.30548500', '0.45430700', '0.80547900', '0.76300400', '0.95430700', '0.44870600', '0.19451500', '0.04440900', '0.54440900', '0.26300400', '0.95819200', '0.54569300', '0.04569300', '0.23699600', '0.95559100', '0.45819200', '0.94870600', '0.04180800', '0.73699600', '0.54180800', '0.30547900', '0.19452100', '0.69452100', '0.55129400', '0.80548500']","['0.30185900', '0.69814100', '0.69814100', '0.30185900', '0.18477300', '0.81522700', '0.18477300', '0.81522700', '0.09887000', '0.32618000', '0.46269700', '0.53730300', '0.88366000', '0.25704300', '0.00087000', '0.11634000', '0.32618000', '0.53730300', '0.09887000', '0.90113000', '0.99913000', '0.38713000', '0.11634000', '0.88366000', '0.99913000', '0.90113000', '0.61287000', '0.67382000', '0.61287000', '0.00087000', '0.38713000', '0.74295700', '0.74295700', '0.25704300', '0.67382000', '0.46269700']","['0.50650400', '0.99349600', '0.49349600', '0.00650400', '0.18677700', '0.81322300', '0.68677700', '0.31322300', '0.87591800', '0.63171100', '0.24237700', '0.75762300', '0.64158500', '0.52478800', '0.23979500', '0.85841500', '0.13171100', '0.25762300', '0.37591800', '0.12408200', '0.26020500', '0.11268400', '0.35841500', '0.14158500', '0.76020500', '0.62408200', '0.38731600', '0.36828900', '0.88731600', '0.73979500', '0.61268400', '0.97521200', '0.47521200', '0.02478800', '0.86828900', '0.74237700']"
"['Mn', 'Mn', 'Mn', 'Mn', 'Zn', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","['0.50000000', '0.00000000', '0.50000000', '0.50000000', '0.00000000', '0.25220900', '0.72625600', '0.25220900', '0.26004500', '0.73995500', '0.27374400', '0.74779100', '0.74779100']","['0.50000000', '0.50000000', '0.00000000', '0.50000000', '0.00000000', '0.72625600', '0.25220900', '0.25220900', '0.26004500', '0.73995500', '0.74779100', '0.74779100', '0.27374400']","['0.50000000', '0.50000000', '0.50000000', '0.00000000', '0.00000000', '0.25220900', '0.25220900', '0.72625600', '0.26004500', '0.73995500', '0.74779100', '0.27374400', '0.74779100']"
"['Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.66666700', '0.00000000', '0.33333300', '0.33333300', '0.00000000', '0.00000000', '0.16256000', '0.16256000', '0.49773500', '0.67488000', '0.49773500', '0.66666700', '0.66666700', '0.82953700', '0.00452900', '0.82953700', '0.34092700', '0.33333300', '0.85236800', '0.00000000', '0.85236800', '0.29526300', '0.18211400', '0.00968400', '0.33333300', '0.49515800', '0.33333300', '0.18211400', '0.63577300', '0.49515800', '0.52549800', '0.38569900', '0.80715100', '0.66666700', '0.66666700', '0.52549800', '0.94900500', '0.80715100', '0.66591800', '0.16704100', '0.00000000', '0.16704100']","['0.33333300', '0.00000000', '0.66666700', '0.66666700', '0.00000000', '0.00000000', '0.32512000', '0.83744000', '0.99547100', '0.83744000', '0.50226500', '0.33333300', '0.33333300', '0.65907300', '0.50226500', '0.17046300', '0.17046300', '0.66666700', '0.70473700', '0.00000000', '0.14763200', '0.14763200', '0.36422700', '0.50484200', '0.66666700', '0.50484200', '0.66666700', '0.81788600', '0.81788600', '0.99031600', '0.05099500', '0.19284900', '0.19284900', '0.33333300', '0.33333300', '0.47450200', '0.47450200', '0.61430100', '0.83295900', '0.83295900', '0.00000000', '0.33408200']","['0.04595800', '0.37793000', '0.33627300', '0.71089800', '0.99671500', '0.62257500', '0.16667100', '0.16667100', '0.50278300', '0.16667100', '0.50278300', '0.66437100', '0.28744300', '0.83101500', '0.50278300', '0.83101500', '0.83101500', '0.95562100', '0.09920200', '0.23671800', '0.09920200', '0.09920200', '0.43808500', '0.23789100', '0.57222500', '0.23789100', '0.08246300', '0.43808500', '0.43808500', '0.23789100', '0.75423300', '0.57776300', '0.57776300', '0.89797400', '0.41271600', '0.75423300', '0.75423300', '0.57776300', '0.90365600', '0.90365600', '0.76977600', '0.90365600']"
"['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.54473000', '0.95527000', '0.90710900', '0.04473000', '0.09289100', '0.40710900', '0.59289100', '0.45527000', '0.82734000', '0.94445100', '0.05554900', '0.17266000', '0.67266000', '0.55554900', '0.32734000', '0.44445100', '0.75917000', '0.99199700', '0.39725800', '0.89725800', '0.74083000', '0.24083000', '0.90957300', '0.10073800', '0.39926200', '0.12847400', '0.62847400', '0.89926200', '0.09042700', '0.47615200', '0.73202300', '0.76797700', '0.97615200', '0.60073800', '0.52384800', '0.60274200', '0.50800300', '0.87152600', '0.25917000', '0.59042700', '0.10274200', '0.23202300', '0.00800300', '0.49199700', '0.40957300', '0.26797700', '0.37152600', '0.02384800']","['0.89621300', '0.89621300', '0.39936900', '0.10378700', '0.60063100', '0.60063100', '0.39936900', '0.10378700', '0.22385100', '0.62739100', '0.37260900', '0.77614900', '0.22385100', '0.62739100', '0.77614900', '0.37260900', '0.96141500', '0.34881800', '0.79331300', '0.20668700', '0.96141500', '0.03858500', '0.91121800', '0.50381500', '0.50381500', '0.68736000', '0.31264000', '0.49618500', '0.08878200', '0.12787300', '0.58082100', '0.58082100', '0.87212700', '0.49618500', '0.87212700', '0.20668700', '0.34881800', '0.31264000', '0.03858500', '0.91121800', '0.79331300', '0.41917900', '0.65118200', '0.65118200', '0.08878200', '0.41917900', '0.68736000', '0.12787300']","['0.84605300', '0.34605300', '0.13586300', '0.65394700', '0.86413700', '0.36413700', '0.63586300', '0.15394700', '0.87291200', '0.62738600', '0.37261400', '0.12708800', '0.37291200', '0.12738600', '0.62708800', '0.87261400', '0.38269000', '0.59395500', '0.46225600', '0.03774400', '0.88269000', '0.61731000', '0.60804100', '0.13484300', '0.63484300', '0.71239000', '0.78761000', '0.86515700', '0.39195900', '0.29867600', '0.59928400', '0.09928400', '0.20132400', '0.36515700', '0.70132400', '0.53774400', '0.09395500', '0.28761000', '0.11731000', '0.10804100', '0.96225600', '0.90071600', '0.40604500', '0.90604500', '0.89195900', '0.40071600', '0.21239000', '0.79867600']"
"['Mg', 'Mg', 'Cr', 'Cr', 'Cr', 'Cr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.67792100', '0.32207900', '0.36570900', '0.85567400', '0.14432600', '0.63429100', '0.13894800', '0.53766700', '0.46233300', '0.86105200', '0.83206000', '0.21786300', '0.16794000', '0.78213700']","['0.67792100', '0.32207900', '0.36570900', '0.85567400', '0.14432600', '0.63429100', '0.13894800', '0.53766700', '0.46233300', '0.86105200', '0.83206000', '0.21786300', '0.16794000', '0.78213700']","['0.30705100', '0.69294900', '0.95448200', '0.31651300', '0.68348700', '0.04551800', '0.90461600', '0.74340200', '0.25659800', '0.09538400', '0.83381400', '0.41409800', '0.16618600', '0.58590200']"
"['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.63405300', '0.24709600', '0.11788900', '0.14996700', '0.87061000', '0.60359300', '0.40106300', '0.37217700', '0.12262000', '0.85103200', '0.62498200', '0.87419300', '0.38322200', '0.09776400', '0.99725300', '0.35298600', '0.26106900', '0.92507600', '0.81571100', '0.81560800', '0.43121200', '0.50790600', '0.44019600', '0.17403400', '0.06267700', '0.32612500', '0.07503400', '0.96892700', '0.80565000', '0.69208300', '0.70434000', '0.42988700', '0.29240600', '0.56909900', '0.31383100', '0.19633500', '0.93410100', '0.07230700', '0.95814100', '0.68711600', '0.54224300', '0.82245800', '0.55711100', '0.44135000', '0.18227000', '0.19579600', '0.07752800', '0.71843400']","['0.11788900', '0.24709600', '0.63405300', '0.14996700', '0.37217700', '0.60359300', '0.40106300', '0.87061000', '0.62498200', '0.85103200', '0.12262000', '0.38322200', '0.87419300', '0.09776400', '0.99725300', '0.35298600', '0.81571100', '0.92507600', '0.26106900', '0.81560800', '0.43121200', '0.06267700', '0.96892700', '0.17403400', '0.50790600', '0.32612500', '0.07503400', '0.44019600', '0.29240600', '0.69208300', '0.19633500', '0.42988700', '0.80565000', '0.56909900', '0.31383100', '0.70434000', '0.93410100', '0.54224300', '0.44135000', '0.68711600', '0.07230700', '0.82245800', '0.55711100', '0.95814100', '0.18227000', '0.71843400', '0.07752800', '0.19579600']","['0.12484100', '0.25441100', '0.12484100', '0.53509200', '0.37818800', '0.22096900', '0.77914800', '0.37818800', '0.62418600', '0.46558300', '0.62418600', '0.86989100', '0.86989100', '0.71568500', '0.00238000', '0.97146300', '0.06292000', '0.17638900', '0.06292000', '0.06623800', '0.18845200', '0.31445100', '0.19049100', '0.43760300', '0.31445100', '0.07105400', '0.31821900', '0.19049100', '0.56760600', '0.42751400', '0.43204100', '0.68224600', '0.56760600', '0.31908100', '0.56881700', '0.43204100', '0.68105000', '0.81647700', '0.68251200', '0.91564700', '0.81647700', '0.56478300', '0.81670900', '0.68251200', '0.93726400', '0.94018600', '0.81624300', '0.94018600']"
"['Ca', 'Ti', 'Ti', 'Ti', 'Ti', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.62209500', '0.36884700', '0.85946000', '0.16644500', '0.65657600', '0.14633300', '0.54494000', '0.47338300', '0.85356200', '0.83676800', '0.21883100', '0.16580900', '0.79038000']","['0.62209500', '0.36884700', '0.85946000', '0.16644500', '0.65657600', '0.14633300', '0.54494000', '0.47338300', '0.85356200', '0.83676800', '0.21883100', '0.16580900', '0.79038000']","['0.85525200', '0.43835300', '0.79036100', '0.15826400', '0.49638900', '0.37337500', '0.23516900', '0.70973300', '0.59189200', '0.33741800', '0.90256400', '0.63915500', '0.04143000']"
"['Y', 'Y', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0.33998800', '0.66001200', '0.70711300', '0.70711300', '0.69497400', '0.29288700', '0.30502600', '0.29288700', '0.82575200', '0.82566700', '0.83363200', '0.83363200', '0.82566700', '0.82575200', '0.17424800', '0.16636800', '0.17433300', '0.16636800', '0.17424800', '0.17433300', '0.67286100', '0.65828200', '0.66542900', '0.66542900', '0.65828200', '0.67286100', '0.32713900', '0.33457100', '0.34171800', '0.33457100', '0.32713900', '0.34171800', '0.09934900', '0.09494000', '0.09492200', '0.09492200', '0.09494000', '0.09934900', '0.90065100', '0.90507800', '0.90506000', '0.90507800', '0.90065100', '0.90506000', '0.38614200', '0.39730300', '0.40142600', '0.39730300', '0.38614200', '0.40142600', '0.61385800', '0.59857400', '0.60269700', '0.60269700', '0.59857400', '0.61385800', '0.11057200', '0.10690800', '0.10793700', '0.88942800', '0.89206300', '0.89309200', '0.10793700', '0.10690800', '0.11057200', '0.89206300', '0.88942800', '0.89309200']","['0.50000000', '0.50000000', '0.33329400', '0.66670600', '0.00000000', '0.66670600', '0.00000000', '0.33329400', '0.91770400', '0.23476500', '0.57887800', '0.42112200', '0.76523500', '0.08229600', '0.08229600', '0.42112200', '0.76523500', '0.57887800', '0.91770400', '0.23476500', '0.33525800', '0.66594100', '0.00407400', '0.99592600', '0.33405900', '0.66474200', '0.66474200', '0.99592600', '0.33405900', '0.00407400', '0.33525800', '0.66594100', '0.87397200', '0.20700200', '0.54041000', '0.45959000', '0.79299800', '0.12602800', '0.12602800', '0.45959000', '0.79299800', '0.54041000', '0.87397200', '0.20700200', '0.51840600', '0.84552900', '0.17952200', '0.15447100', '0.48159400', '0.82047800', '0.48159400', '0.82047800', '0.15447100', '0.84552900', '0.17952200', '0.51840600', '0.37408400', '0.70613900', '0.04047800', '0.62591600', '0.95952200', '0.29386100', '0.95952200', '0.29386100', '0.62591600', '0.04047800', '0.37408400', '0.70613900']","['0.25000000', '0.75000000', '0.41474200', '0.08525800', '0.75000000', '0.58525800', '0.25000000', '0.91474200', '0.58397000', '0.25244700', '0.92350000', '0.57650000', '0.24755300', '0.91603000', '0.41603000', '0.07650000', '0.74755300', '0.42350000', '0.08397000', '0.75244700', '0.51923100', '0.19225300', '0.85430500', '0.64569500', '0.30774700', '0.98076900', '0.48076900', '0.14569500', '0.80774700', '0.35430500', '0.01923100', '0.69225300', '0.52377700', '0.18830500', '0.85442800', '0.64557200', '0.31169500', '0.97622300', '0.47622300', '0.14557200', '0.81169500', '0.35442800', '0.02377700', '0.68830500', '0.37180700', '0.04595800', '0.70799300', '0.45404200', '0.12819300', '0.79200700', '0.62819300', '0.29200700', '0.95404200', '0.54595800', '0.20799300', '0.87180700', '0.51871000', '0.18398700', '0.85046000', '0.48129000', '0.14954000', '0.81601300', '0.64954000', '0.31601300', '0.98129000', '0.35046000', '0.01871000', '0.68398700']"
"['Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Ca', 'Fe', 'Fe', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']","['0.99492300', '0.40465700', '0.60962200', '0.59390900', '0.39484500', '0.60308200', '0.01822300', '0.00190000', '0.40720600', '0.56921500', '0.00049300', '0.00893800', '0.99149600', '0.27687000', '0.74440000', '0.71746300', '0.33330300', '0.69536100', '0.66593900', '0.32126100', '0.26479800', '0.99907200', '0.98613100']","['0.56921500', '0.01822300', '0.00190000', '0.59390900', '0.00049300', '0.60308200', '0.40465700', '0.60962200', '0.40720600', '0.99492300', '0.39484500', '0.00893800', '0.99149600', '0.98613100', '0.74440000', '0.99907200', '0.66593900', '0.32126100', '0.33330300', '0.69536100', '0.26479800', '0.71746300', '0.27687000']","['0.11837100', '0.87984600', '0.38185300', '0.61884200', '0.61458200', '0.91029000', '0.87984600', '0.38185300', '0.36187900', '0.11837100', '0.61458200', '0.24942100', '0.74573000', '0.26315900', '0.26792500', '0.74019900', '0.49995600', '0.99147800', '0.49995600', '0.99147800', '0.74688600', '0.74019900', '0.26315900']"
